i Re Im
975 -1.67769 4.79057
976 -15.5373 -8.69433
977 -8.49101 18.2867
978 13.9007 -3.00917
979 8.34281 32.5098
980 -2.54571 -21.4562
981 4.88139 -6.17961
982 13.3459 11.5455
983 6.23877 10.8059
984 13.5362 20.8476
985 -0.599508 -14.0535
986 4.19987 -3.91131
987 -13.3717 28.2621
988 1.8838 -12.7882
989 8.89793 4.43414
990 13.9962 12.8393
991 -29.229 -7.1699
992 -8.35559 7.85994
993 12.8516 -13.4049
994 16.2832 0.341812
995 1.07241 -2.4133
996 2.59983 -5.03877
997 -15.871 7.04116
998 -6.40332 30.3657
999 -25.7809 -24.4455
1000 -0.401026 19.5289
1001 12.6759 23.8201
1002 7.31162 -4.07047
1003 22.9853 16.8107
1004 5.96497 27.3469
1005 9.24287 -0.925063
1006 -9.28605 -4.80253
1007 6.43308 -1.34782
1008 -3.01139 -4.6201
1009 -19.3619 -3.71057
1010 3.66632 5.45847
1011 4.09729 -9.90095
1012 -9.94813 -17.0758
1013 5.85483 6.66419
1014 11.5222 20.8548
1015 4.50277 11.4412
1016 -1.2721 -5.60085
1017 11.8173 -12.758
1018 -1.02852 -9.86756
1019 -16.9689 16.9252
1020 -13.0613 17.3329
1021 14.1637 489.767
1022 1.70312 484.863
1023 -7.73237 525.009

