i Re Im
124 2.7272 29.0514
125 -15.8086 -11.3968
126 -3.70316 -13.8938
127 15.9352 -22.2044
128 31.9063 -23.0551
129 -4.03551 -21.4639
130 -5.52131 -7.26299
131 53.3977 -38.3082
132 20.7651 -2.46957
133 34.3924 14.154
134 -1.03754 2.79442
135 -32.9403 -37.3274
136 11.4597 -40.7062
137 -18.0207 -25.9402
138 37.3837 8.11861
139 30.2708 23.2189
140 -7.70727 9.13587
141 3.51478 10.9637
142 8.74489 -76.4231
143 18.384 1.24726
144 -42.2289 -52.6688
145 -17.4135 -2.76088
146 -20.5497 -11.0102
147 -9.85377 -18.3197
148 -21.4001 -31.8231
149 -13.5925 -32.0203
150 27.8748 31.5572
151 -23.4214 3.75957
152 -42.135 -1.63965
153 -22.5831 -4.17303
154 7.9432 0.9718
155 15.7526 -2.12881
156 32.873 -4.29029
157 36.1405 -11.2606
158 13.2332 2.05487
159 -1.08617 1.47699
160 -25.8769 -27.5591
161 -9.10899 -14.8756
162 4.8353 14.044
163 -7.47743 19.7262
164 -46.3311 60.8786
165 17.2421 15.1703
166 -29.4608 -18.5949
167 4.03331 -25.8299
168 8.58376 -26.3488
169 -58.1598 -71.7919
170 20.1446 74.6331
171 3.88733 -27.5063
172 -7.91949 21.4573
173 -4.3739 -25.5966
174 53.292 12.9891
175 3.2335 16.1124
176 -18.9423 14.0613
177 -0.488976 17.6527
178 -11.3644 -9.39372
179 -19.5399 -21.2926
180 -54.9149 -4.94977
181 -6.75426 -36.8744
182 32.8041 1.57702
183 -2.97539 -6.74508
184 50.0963 -10.0781
185 20.8062 -26.6423
186 -3.06237 20.7056
187 -72.4499 18.8355
188 17.9306 -15.67
189 -4.95684 -4.62489
190 44.0172 50.9569
191 -2.66673 0.75758
192 33.1836 -12.4695
193 -40.9106 -9.45108
194 -1.42613 -0.574063
195 -18.076 -31.6613
196 -0.531687 31.3601
197 68.1507 -9.78654
198 -11.2452 -22.5486
199 30.5479 16.4603
200 -26.9925 17.5115
201 -45.3486 -5.06828
202 -34.4022 -19.5988
203 2.96851 -20.1852
204 -25.708 4.33906
205 -59.1752 -17.7957
206 -16.9343 -8.1023
207 -4.45005 -10.1694
208 -12.9478 7.5171
209 14.7264 2.20019
210 6.07515 -5.91246
211 28.8272 -5.08914
212 41.0335 4.27059
213 29.9116 16.9705
214 5.30046 11.1722
215 16.6528 -2.40832
216 -8.21468 2.73155
217 -15.3546 12.3385
218 12.6007 16.4504
219 -4.98574 28.9793
220 -50.4839 18.3344
221 2.33163 -9.15206
222 8.23961 -11.9438
223 9.22569 21.108
224 -17.39 -10.1651
225 -32.71 -8.82852
226 -6.59489 4.33914
227 -18.0879 -14.057
228 -9.41141 4.19424
229 -18.8331 -4.04515
230 6.23928 -18.9991
231 -53.6995 3.40498
232 15.7627 4.67813
233 25.8867 21.9745
234 15.4609 -22.7235
235 36.164 -1.2354
236 19.8783 -23.665
237 32.9202 -33.81
238 -4.96946 28.4619
239 31.1226 23.9756
240 -37.1011 14.7178
241 -27.9829 -10.2223
242 -20.8336 -21.2723
243 0.185893 -35.4812
244 16.3759 42.0132
245 2.22481 25.1098
246 49.9442 33.1585
247 5.41105 -16.1964
248 15.0942 19.2085
249 -43.6362 11.5755
250 11.5828 61.025
251 -10.7344 17.0377
252 38.0973 8.1266
253 64.5001 -9.26448
254 -14.2828 19.2639
255 -17.8733 -27.3261
256 20.0319 5.85896
257 13.4407 27.4506
258 10.942 -13.4584
259 -30.1461 -41.2452
260 3.47824 10.1143
261 9.99028 10.5087
262 16.486 -53.9332
263 5.72187 13.4866
264 -10.7888 1.41551
265 3.29959 42.3625
266 -17.9713 -36.5218
267 20.4332 -29.6021
268 -12.0955 -0.214151
269 -30.5854 -17.5766
270 -16.5941 6.55175
271 -7.66631 64.1416
272 -28.854 25.473
273 1.55315 31.9193
274 18.3198 -54.3214
275 -5.31956 23.4768
276 -4.22359 21.5187
277 -34.9863 5.47051
278 -15.4645 28.3187
279 42.9532 39.9708
280 -9.90906 80.0998
281 11.111 -3.03925
282 10.0757 -5.38743
283 16.8777 26.0531
284 6.28253 -29.2356
285 -50.0424 50.6861
286 17.7005 27.5159
287 40.6229 -13.3361
288 -17.3248 4.93066
289 -9.04103 -21.6201
290 46.298 -46.7838
291 17.8189 38.8334
292 -29.9102 32.1986
293 5.43141 9.38972
294 23.7915 -9.7657
295 44.766 4.23609
296 58.6056 12.1947
297 4.34962 7.54409
298 -36.9343 -18.6338
299 -26.9216 -45.2304
300 17.1833 2.27394
301 16.7191 -6.99442
302 -24.8988 -47.9597
303 -8.79797 5.97027
304 7.66953 -43.3246
305 -20.4008 -28.6034
306 37.3378 20.4096
307 25.704 -30.7493
308 9.53389 41.2461
309 -15.04 -2.8183
310 -8.53311 -13.9742
311 -23.4465 0.566706
312 9.94032 18.9166
313 -9.98241 -5.46134
314 -2.24089 24.5054
315 0.928758 26.8686
316 -1.353 15.5716
317 -28.5508 58.3663
318 -9.80682 6.72062
319 -44.4046 -5.90006
320 21.5816 29.9326
321 -51.3178 -43.0772
322 15.9729 -61.9306
323 -28.1428 -0.66853
324 27.5437 8.85032
325 -6.26921 -27.898
326 10.6677 38.5828
327 19.1959 48.1368
328 4.66899 1.41553
329 27.9991 30.1528
330 -49.3998 7.88835
331 3.94157 3.22285
332 -33.9007 -0.972549
333 -0.835486 -4.60309
334 27.4333 -22.944
335 -19.769 -33.2601
336 27.9298 12.4641
337 -29.4699 -10.1498
338 -9.46685 14.1031
339 -20.881 45.4815
340 -8.36802 -27.0215
341 9.54122 -25.2808
342 -35.0216 9.0361
343 -10.8556 11.3316
344 -38.4165 12.0087
345 20.659 18.9245
346 -6.93842 -31.9836
347 0.422783 9.24709
348 -19.2716 4.85599
349 -14.5793 13.2573
350 74.8351 35.0164
351 18.6971 1.11337
352 48.9027 7.32398
353 -15.6925 -43.6518
354 -26.9178 -21.829
355 -9.38047 -14.8834
356 -28.9348 -13.3378
357 -40.7794 5.92521
358 4.16477 -23.6152
359 11.4939 -16.4161
360 0.0504764 -10.0678
361 -31.574 -12.0006
362 -1.63704 12.2114
363 14.2481 11.0432
364 4.46734 -45.7794
365 9.06488 -1.59917
366 39.0093 29.3388
367 -7.07279 40.1679
368 -15.4368 -41.1246
369 -14.6759 -24.4434
370 -2.95223 -5.46508
371 -34.2697 38.6247
372 -34.2152 25.2929
373 9.86118 -56.9377
374 -17.0135 4.30836
375 -15.8756 7.29614
376 34.8261 -20.5254
377 14.4527 -11.8894
378 19.3847 -40.6051
379 0.252997 -23.4043
380 16.7324 -17.2692
381 15.1715 -29.6619
382 -27.5804 50.6175
383 -8.02028 -3.80413
384 55.5272 -22.8711
385 -50.6966 -10.1417
386 -23.9163 -35.0573
387 -1.93775 19.4201
388 25.5832 9.45324
389 -22.3418 -26.5477
390 -15.6573 14.8809
391 -7.60521 37.5171
392 -0.324823 -0.727668
393 -2.1665 24.9741
394 10.1145 -16.0374
395 37.9508 34.1745
396 39.9548 -23.0688
397 37.4246 8.7857
398 -26.3827 -34.1416
399 8.72243 -31.8793
400 -20.2454 1.7525
401 -14.8239 -8.2581
402 -16.2429 -38.4823
403 17.9247 -14.2367
404 -5.94536 0.453828
405 8.30714 -36.8025
406 16.4181 4.7304
407 -7.31105 -32.664
408 44.3656 23.8256
409 -0.928717 -9.66743
410 6.10826 25.4696
411 47.1087 4.31475
412 15.0876 35.181
413 -32.4488 -36.9037
414 5.63392 42.3939
415 -14.1326 -13.1112
416 -19.3824 10.7156
417 -41.7096 -1.0306
418 -52.6878 14.2188
419 -30.2194 -11.8943
420 26.103 -4.56826
421 -6.19612 -0.0565487
422 37.4802 0.148467
423 -30.2969 1.32535
424 -62.732 25.8766
425 -7.13069 8.7352
426 15.5048 29.7165
427 -49.0678 -13.7349
428 -8.35156 -17.3569
429 -16.2172 -51.0029
430 24.2429 11.6557
431 11.1547 -22.3946
432 10.3864 21.7895
433 -23.2245 -19.1552
434 -44.6364 -6.0902
435 11.4388 66.1891
436 -13.5369 -31.9913
437 -11.5474 -28.3887
438 29.0519 6.02022
439 9.27922 -59.8172
440 24.071 16.9068
441 -4.93536 -10.3891
442 21.8708 -7.87185
443 44.7312 -6.03384
444 14.3379 -29.8582
445 52.848 0.182716
446 4.49196 -23.1546
447 39.1215 -5.65269
448 8.5199 3.69109
449 -11.39 -31.8694
450 43.7183 -22.179
451 -3.76267 19.2848
452 0.106562 -12.7921
453 19.0141 4.26794
454 36.4404 25.693
455 7.96918 61.1544
456 -44.3158 -26.1538
457 19.4445 27.3763
458 -4.01409 4.65943
459 -1.86695 -39.7878
460 -16.791 -41.5484
461 -14.3561 4.84459
462 13.1042 -20.3606
463 8.55554 -21.6331
464 -17.0434 11.8757
465 -16.0021 2.67121
466 14.0664 -28.1278
467 19.6366 11.0083
468 -6.17497 8.31353
469 -42.972 8.14787
470 -27.4948 -25.953
471 1.79345 -22.3809
472 -20.2102 12.0966
473 -37.2646 23.9551
474 23.1432 -7.26149
475 -14.5342 7.41895
476 -52.978 9.43385
477 -49.2476 9.36341
478 -7.99653 -21.115
479 -44.9715 39.0228
480 -9.63574 -51.4947
481 -30.3033 -23.7557
482 21.4574 -49.4961
483 -8.98981 5.70693
484 -10.8631 -24.3197
485 -18.1856 48.8044
486 -17.7287 -44.3499
487 12.0905 12.0731
488 1.38787 -6.86766
489 -34.3515 47.8239
490 45.6247 39.7933
491 -21.4575 3.4671
492 32.8438 -23.608
493 -11.9594 -7.41649
494 -47.987 -18.9185
495 -34.2476 -1.14219
496 -8.26793 0.167856
497 45.9245 -20.9957
498 12.4204 -43.5501
499 20.6016 -2.55755
500 -20.0634 -7.49338
501 -14.2655 30.8192
502 42.7068 50.5867
503 56.4245 -19.8528
504 -1.63764 -14.325
505 -39.6138 -2.7099
506 -16.7857 -14.9453
507 -45.7052 19.0568
508 -21.1834 -0.113692
509 -26.5523 -3.19344
510 -56.7887 25.5666
511 -14.3632 -40.2308
512 21.7236 -4.86535
513 -25.7646 -25.2461
514 6.41868 6.7475
515 -3.5028 11.4854
516 -15.6619 -2.81848
517 -15.1021 28.9142
518 35.7567 63.0104
519 7.36202 13.994
520 43.4021 0.978786
521 21.3804 7.13223
522 -9.55208 -32.3258
523 -11.0514 32.3725
524 -27.7084 15.6544
525 14.4244 -28.4905
526 28.2558 -56.7743
527 48.6037 0.382345
528 -7.97964 -23.6246
529 -17.9696 -1.42678
530 -8.36401 7.09269
531 47.3608 -34.6062
532 27.8071 12.7201
533 64.7074 -21.2201
534 16.1589 -27.2379
535 -3.53898 -10.5941
536 6.06687 -5.75631
537 -1.72869 20.0209
538 -4.13859 30.0997
539 55.6625 15.3735
540 -60.3055 -7.06962
541 9.30923 11.5346
542 -11.0792 5.90158
543 -21.4698 3.57924
544 33.6096 21.8087
545 -48.5647 23.5545
546 -16.7268 -5.05385
547 -6.34329 29.3387
548 -17.396 8.12361
549 53.9681 21.2407
550 7.30362 -12.97
551 7.41347 -5.11431
552 13.3005 14.4327
553 9.36096 6.95716
554 -40.408 7.17094
555 20.5396 9.86869
556 21.5357 -9.99451
557 34.7075 -5.30025
558 -7.34317 6.52323
559 -22.1723 26.1441
560 -27.3401 15.1746
561 -37.9935 14.6123
562 -9.54619 -4.53926
563 13.7912 -47.5229
564 -2.72184 -22.6124
565 30.109 41.0608
566 -3.92403 32.4674
567 -3.53083 -31.602
568 -12.18 30.1717
569 -40.3175 6.58743
570 -8.66863 -0.266211
571 16.6655 25.4887
572 -43.0691 -15.3544
573 -4.53997 12.2131
574 -23.1083 30.0566
575 20.563 7.49593
576 -25.5393 45.8276
577 22.0688 -3.9568
578 14.1088 11.1935
579 -9.73599 -38.987
580 -8.36819 18.7627
581 -2.88218 28.2709
582 -19.9377 -16.4811
583 4.21876 22.417
584 -41.2197 22.7435
585 -29.8541 16.1651
586 -3.84306 29.6028
587 38.1478 23.3229
588 -28.6384 28.0922
589 -26.5246 -9.9784
590 36.9501 -1.24691
591 -1.15338 13.4576
592 40.2862 -23.1981
593 89.9167 -31.0603
594 -2.88494 3.78652
595 -28.1673 -23.6508
596 16.4669 16.6695
597 -43.3062 27.3043
598 -6.43526 -22.4554
599 -36.2178 -0.790812
600 -19.399 -24.2129
601 -22.2867 -47.9325
602 14.3621 -18.228
603 -14.2549 -33.1207
604 -31.0759 -10.1988
605 -6.306 32.5657
606 11.3931 24.5677
607 48.6549 -28.1518
608 4.91981 13.2309
609 24.9045 -35.6721
610 -24.0179 10.514
611 28.3723 -1.27629
612 -39.5107 4.27996
613 8.21741 -9.68665
614 21.6433 -9.91654
615 -58.2074 -7.19447
616 -5.33393 -17.1151
617 -1.11501 -17.8219
618 41.8858 32.9831
619 -27.8076 2.69312
620 -15.4037 4.21055
621 -0.909618 16.5397
622 15.0022 -0.602444
623 25.8971 -28.4026
624 -1.51537 -41.0946
625 -24.7852 31.5386
626 11.4002 -47.4121
627 -5.64589 4.6181
628 -15.4473 -24.556
629 -8.01566 -12.6082
630 14.3993 -8.52652
631 19.1531 -21.6603
632 38.9006 -71.6825
633 -11.3103 38.9042
634 38.8469 2.31127
635 12.0483 22.4921
636 -20.2244 24.0092
637 -13.0489 -2.3209
638 -16.6247 -12.0615
639 -19.4353 14.2338
640 28.0654 0.0436013
641 -22.405 -31.2917
642 -5.68609 18.794
643 19.9713 1.96484
644 4.32843 -5.21136
645 8.49341 9.4709
646 -20.4076 11.3168
647 5.43597 -9.67947
648 -55.9471 -26.0748
649 33.3693 7.0513
650 17.4817 10.6085
651 43.8638 18.4281
652 -25.0104 -32.9579
653 -5.49274 -21.1896
654 -49.7187 13.3937
655 35.3402 27.1196
656 5.62518 -45.295
657 9.09443 -2.64861
658 9.18935 -30.4551
659 4.58788 40.9801
660 -4.68989 17.3282
661 1.06439 15.491
662 16.2142 1.00695
663 13.3836 -48.403
664 -34.402 -26.5239
665 4.68537 -8.30844
666 1.16035 49.6343
667 -24.2957 26.9474
668 -22.1577 -7.73239
669 19.2552 48.2216
670 7.36889 43.9308
671 -0.56362 -0.456021
672 -47.0892 -13.9226
673 14.3877 47.5485
674 -0.608544 -15.6951
675 -14.962 11.7946
676 -40.0216 34.6418
677 53.0444 3.44222
678 24.976 -16.832
679 29.7552 8.79244
680 -3.79179 -9.06178
681 -9.20663 5.08414
682 -3.20939 -41.7735
683 17.643 18.8258
684 5.7741 -2.84627
685 -3.39668 -0.188175
686 -47.5021 0.595807
687 5.07124 17.2302
688 16.0711 12.5994
689 -32.2918 8.88964
690 -46.4532 13.6905
691 -60.1365 -57.2296
692 35.5489 -5.39954
693 -12.4447 -21.0498
694 7.58927 47.0473
695 32.8187 -27.089
696 -58.5908 -30.3395
697 18.6287 -6.19089
698 -2.90849 23.7948
699 4.24764 34.5476
700 24.6175 -26.3092
701 -27.8065 -33.7631
702 27.3222 -39.5992
703 9.89721 30.9784
704 6.26379 -10.0339
705 30.1685 26.9818
706 -19.9502 18.6032
707 -18.207 -12.824
708 -20.9349 7.67154
709 0.875238 -25.9474
710 7.65626 -16.1613
711 -33.8401 10.5013
712 22.8455 14.1503
713 -3.61838 -9.53967
714 14.0478 -33.4628
715 -11.9351 -40.0412
716 -33.8872 -46.0619
717 10.3225 8.87421
718 -11.7797 0.870712
719 -6.27176 -21.1862
720 -12.0062 -25.4628
721 21.6567 -12.8329
722 -20.7543 -17.6501
723 -22.0415 12.7699
724 0.0559927 -6.02843
725 14.3774 -6.80277
726 -33.2098 -12.1284
727 43.5612 -24.0149
728 13.4085 10.5604
729 57.1416 6.84536
730 19.8246 -15.386
731 20.4974 -64.9634
732 -20.1248 -22.8497
733 11.6299 0.732937
734 33.5548 -3.15319
735 5.98223 -12.8825
736 -11.3413 -16.0395
737 2.22299 21.3755
738 -29.2406 20.6348
739 5.18306 26.1809
740 14.5527 3.34019
741 -39.5383 -51.0136
742 -27.0497 -3.30469
743 -42.5705 11.5334
744 5.55798 3.17537
745 -0.819884 -3.90334
746 -23.6406 0.342897
747 -8.76741 -16.1097
748 -33.8318 -48.5237
749 -28.1286 -17.5753
750 19.8603 42.8749
751 -2.29772 25.4692
752 -13.2706 -6.66009
753 14.3649 27.5365
754 5.40316 -13.9129
755 -17.7988 -9.3374
756 32.0609 19.0849
757 -28.4361 -38.8931
758 38.6636 -14.8164
759 -23.4034 22.9184
760 -26.1473 41.6374
761 -47.2515 -2.5506
762 -68.8433 -51.9556
763 43.8115 2.76851
764 -15.9921 -7.14269
765 -16.8103 0.736432
766 -11.618 20.933
767 25.087 43.174
768 64.4762 3.50862
769 -15.1709 -1.19073
770 -40.7247 -7.06141
771 3.44787 42.28
772 28.7779 -5.55241
773 -11.57 -36.8114
774 28.609 26.9449
775 -27.8647 -17.9801
776 22.1162 -15.6531
777 -34.3002 -13.9093
778 15.5014 41.8079
779 -9.01472 35.1979
780 -34.8618 -20.1868
781 18.3878 -12.299
782 37.7667 -9.96497
783 22.8294 45.224
784 -28.563 -39.7808
785 12.1953 10.6207
786 -12.0516 -33.92
787 -30.2675 39.9697
788 -50.0949 -23.9778
789 -0.242402 24.8275
790 -4.5774 -44.6838
791 26.1225 -6.99054
792 19.5179 16.7664
793 41.0542 2.16088
794 7.12686 23.5088
795 -15.9637 44.2275
796 -20.5411 23.2542
797 -43.4791 -42.6632
798 27.1548 15.2818
799 -59.9147 -8.37405
800 -2.38196 -8.8304
801 56.3211 9.90376
802 14.8269 -8.07233
803 6.27903 -28.238
804 -0.321545 -10.2524
805 32.7934 -10.0792
806 27.4151 -30.9758
807 55.7095 -4.61928
808 -25.8552 -20.133
809 -3.73934 -19.7828
810 19.1746 -11.2449
811 4.24749 15.7002
812 3.40327 -8.28144
813 28.7288 -5.23022
814 36.9955 -16.6112
815 -9.85871 22.2631
816 -24.2219 15.3231
817 -16.7474 -11.9351
818 16.754 -21.9402
819 -0.998851 10.2425
820 -5.44511 -15.2614
821 -74.5854 24.0595
822 27.5996 -5.70798
823 -27.4515 -19.1451
824 20.861 37.0955
825 17.7225 8.44633
826 -36.6379 19.3022
827 38.3247 -32.5957
828 -17.5328 6.08846
829 -3.74471 45.3867
830 -18.8975 -29.5746
831 -4.5602 -21.8705
832 35.7709 11.3926
833 14.4223 48.6298
834 -26.0537 15.9127
835 40.6136 -10.1275
836 -36.9386 -55.1335
837 -18.0985 38.0235
838 -17.7682 7.0085
839 44.8761 -28.7975
840 -9.13924 -20.3334
841 9.98163 19.8785
842 28.1888 -32.8357
843 0.235634 19.5958
844 -11.3395 -44.876
845 -26.8978 -16.9199
846 29.0988 -6.30214
847 -28.8101 57.3651
848 -5.38359 -29.8811
849 -13.2471 5.4067
850 23.2379 -31.512
851 -54.2296 -0.423922
852 27.0932 7.27483
853 25.3543 -3.09478
854 36.9068 21.0313
855 -33.4775 -10.4168
856 6.49046 -1.74234
857 37.5589 5.64573
858 -44.6738 -4.79932
859 17.0837 38.7987
860 31.888 1.10057
861 -11.1264 -16.4492
862 -30.6952 -15.4263
863 25.341 -14.7659
864 -81.5296 -23.0468
865 -6.05175 -19.8102
866 41.0285 26.4092
867 5.05828 28.2782
868 14.9196 -14.8567
869 0.357117 -42.3833
870 2.07651 28.2603
871 -21.6274 -23.6025
872 13.7271 -9.8515
873 -2.63349 7.53509
874 23.2002 9.76216
875 -27.2969 -61.94
876 43.2324 5.21842
877 23.0864 -13.1403
878 -18.5843 -19.9646
879 -37.9832 12.7633
880 48.5635 33.6934
881 -3.06504 -3.98737
882 -12.9696 6.8385
883 -7.11464 -11.5339
884 -17.3132 -8.16338
885 -7.43648 1.28542
886 36.9333 -21.8844
887 8.96671 37.0663
888 -2.28401 5.52432
889 13.9186 20.7626
890 -39.3858 39.1714
891 -55.8583 -1.14438
892 -11.6237 28.1286
893 -15.5077 -9.96479
894 8.15594 -42.5507
895 32.3908 21.3659
896 9.49958 15.8796
897 -2.6206 -8.29669
898 -15.2018 -53.4056
899 -45.2058 -14.6846
900 24.5253 -46.9536
901 -2.74914 7.75696
902 12.1872 23.6226
903 11.6927 50.9576
904 15.3678 -14.524
905 60.0086 11.2326
906 -59.2834 26.4374
907 -40.5919 84.8496
908 5.50018 -5.50845
909 -49.1742 -27.347
910 -2.61844 -8.50194
911 -15.2929 4.45551
912 -19.2726 9.6591
913 0.202331 -35.6084
914 6.30028 12.8197
915 8.0469 4.48518
916 21.0235 36.8219
917 -53.2873 -44.7147
918 11.6092 -35.9692
919 -33.7515 37.5101
920 -43.4074 16.9739
921 11.0321 -17.4177
922 1.89373 27.3838
923 31.0608 -15.1585
924 -52.2325 22.929
925 -6.49072 5.23417
926 -9.90259 36.8849
927 31.7275 21.6822
928 61.2353 -24.0106
929 -31.034 12.0894
930 -24.8353 -3.72976
931 -48.0166 -6.57148
932 2.08496 9.0174
933 48.3838 -27.0188
934 3.30708 7.02712
935 -16.6476 -31.7419
936 -28.4645 15.4956
937 -21.7509 34.4305
938 13.2865 35.7458
939 5.91644 23.4652
940 22.3973 -30.1005
941 10.7652 -6.98851
942 -44.1134 -3.60722
943 -32.064 15.012
944 -48.8882 13.2335
945 -0.316655 -19.9244
946 -24.343 -6.96155
947 -19.3338 -10.0434
948 16.8678 0.154988
949 -27.1444 -7.32507
950 10.1458 41.5307
951 14.3446 -33.6632
952 12.4965 0.535628
953 44.1004 -3.69262
954 50.8167 26.9852
955 16.9832 -18.7533
956 -16.1202 -6.81419
957 -26.5398 9.50802
958 -1.3241 16.0614
959 12.782 15.8606
960 -47.4174 6.68162
961 -24.979 5.6253
962 -23.7808 29.3527
963 -10.7709 -1.6027
964 44.7956 -43.0519
965 -39.4414 -21.5286
966 0.579159 -22.4791
967 46.0846 -4.06315
968 24.9738 13.3949
969 28.3907 48.5339
970 -10.5688 -11.2108
971 19.6938 -30.0519
972 17.0274 -39.0265
973 22.3379 -18.9497
974 -18.0917 -36.3051
975 -3.33614 -4.99237
976 10.2497 -13.8143
977 -20.0615 79.2885
978 -4.58997 -25.9297
979 -39.0768 -16.2269
980 32.8826 40.3565
981 -30.0087 49.2864
982 -12.748 37.8645
983 -18.2806 -56.5647
984 -30.1227 66.2751
985 -9.9559 23.0064
986 16.0585 -37.9214
987 -23.3377 2.83541
988 32.9501 0.254411
989 -28.9437 32.5131
990 -12.026 -23.6148
991 32.3983 -0.396392
992 42.6445 1.30599
993 17.0226 23.5077
994 15.9464 -27.4861
995 -7.15182 26.6429
996 -9.18294 -40.909
997 -18.6031 -38.6099
998 -7.44638 -13.1161
999 12.4768 -47.6118
1000 20.1762 -14.1389
1001 -6.26271 21.4539
1002 8.96905 8.82544
1003 -10.6856 -15.3313
1004 8.96234 34.6937
1005 -1.80015 -28.1105
1006 -25.8891 -27.4137
1007 -6.38744 -21.1112
1008 2.22419 -37.6787
1009 -4.79506 6.66745
1010 -12.2382 17.8629
1011 10.2691 34.8641
1012 -23.1746 13.2696
1013 7.96199 -4.6623
1014 21.0359 -25.9788
1015 -10.3612 -3.94876
1016 20.5418 4.33356
1017 -35.1953 1.79839
1018 -11.8246 17.7119
1019 34.192 20.76
1020 6.12048 -5.769
1021 14.872 2.69839
1022 -11.2883 -26.5463
1023 0.790054 39.3512
1024 5.42819 6.70207
1025 -52.9989 9.69856
1026 -21.4197 -44.2406
1027 -30.2428 49.8117
1028 -3.72502 -27.7015
1029 33.1659 10.9588
1030 -61.7765 10.1582
1031 38.4188 33.3138
1032 29.6566 7.63891
1033 -38.7292 -42.6114
1034 5.27037 -25.9339
1035 8.81104 21.6018
1036 -13.8621 1.9196
1037 33.6744 42.1567
1038 -5.25754 31.703
1039 -9.2435 -17.5944
1040 28.3987 -43.4332
1041 -0.594447 -6.85854
1042 -12.8529 1.80237
1043 7.3051 4.84722
1044 -55.7133 -18.209
1045 24.448 1.89563
1046 24.6667 55.7157
1047 50.374 -5.96944
1048 24.1478 17.018
1049 26.3087 18.7419
1050 -54.9455 13.3277
1051 28.2051 2.70865
1052 2.95567 10.9793
1053 -12.703 -23.4837
1054 33.5206 -31.7568
1055 -3.07155 -30.2272
1056 19.462 -25.2777
1057 6.90889 61.8146
1058 -17.4567 -7.66811
1059 13.7839 -11.8639
1060 -7.612 9.82197
1061 27.1999 18.3983
1062 3.84662 -3.55783
1063 37.5915 -10.2323
1064 30.292 -16.4085
1065 -16.6351 19.8582
1066 35.8329 -2.90719
1067 -15.7522 -12.0848
1068 54.0762 11.8458
1069 -7.82786 1.65449
1070 36.1609 -21.8948
1071 6.781 -30.6069
1072 16.2646 12.9162
1073 -30.6075 3.3837
1074 -25.1087 7.8748
1075 -22.2808 -4.84987
1076 -23.6071 31.7599
1077 -6.34186 20.6085
